//  _____________________________________________________________
// /                                                             \
// |          _           _   _   _                              |
// |         | |__  _ __ / \ | |_| |__   ___ _ __   __ _         |
// |         | '_ \| '__/ _ \| __| '_ \ / _ \ '_ \ / _` |        |
// |         | |_) | | / ___ \ |_| | | |  __/ | | | (_| |        |
// |         |_.__/|_|/_/   \_\__|_| |_|\___|_| |_|\__,_|        |
// |                                                             |
// |                       brAthena Script                       |
// |-------------------------------------------------------------|
// | Nome do Database: homun_skill_tree.txt                      |
// |-------------------------------------------------------------|
// | Criado por: eA/rA/brA Dev. Team                             |
// |-------------------------------------------------------------|
// | Descrição: Database das Habilidades dos Homunculus.         |
// |-------------------------------------------------------------|
// | Estrutura do Database:                                      |
// | ID da Hab,Nível Max,Pré-Requisito da Habilidade de ID-1,    |
// | Nível de ID-1,Pré-Requisito da Habilidade de ID-2,          |
// | Nível de ID-2,Pré-Requisito da Habilidade de ID-3,          |
// | Nível de ID-3,Pré-Requisito da Habilidade de ID-4,          |
// | Nível de ID-4,Pré-Requisito da Habilidade de ID-5,          |
// | Nível de ID-5                                               |
// \_____________________________________________________________/
//
//========================================================================================================
// Lif
//========================================================================================================
6005,8001,5,0,0,0,0,0,0,0,0,0,0 	//Cura pelas Mãos
6005,8002,5,8001,3,0,0,0,0,0,0,0,0 	//Bater em Retirada
6005,8003,5,8001,5,0,0,0,0,0,0,0,0 	//Cirurgia Cerebral
//========================================================================================================
// Amistr2
//========================================================================================================
6006,8005,5,0,0,0,0,0,0,0,0,0,0 	//Fortaleza
6006,8006,5,8005,5,0,0,0,0,0,0,0,0 	//Trocar de Lugar
6006,8007,5,8006,3,0,0,0,0,0,0,0,0 	//Pele de Adamantiun
//========================================================================================================
// Filir2
//========================================================================================================
6007,8009,5,0,0,0,0,0,0,0,0,0,0 	//Pica-Pau
6007,8010,5,8009,3,0,0,0,0,0,0,0,0 	//Vôo Acelerado
6007,8011,5,8010,3,0,0,0,0,0,0,0,0 	//Frenético
//========================================================================================================
// Vanilmirth2
//========================================================================================================
6008,8013,5,0,0,0,0,0,0,0,0,0,0 	//Capricho
6008,8014,5,8013,3,0,0,0,0,0,0,0,0 	//Benção Caótica
6008,8015,5,8013,5,0,0,0,0,0,0,0,0 	//Mudança de Planos
//========================================================================================================
// Lif_H
//========================================================================================================
6009,8001,5,0,0,0,0,0,0,0,0,0,0 	//Cura pelas Mãos
6009,8002,5,8001,3,0,0,0,0,0,0,0,0 	//Bater em Retirada
6009,8003,5,8001,5,0,0,0,0,0,0,0,0 	//Cirurgia Cerebral
6009,8004,3,0,0,0,0,0,0,0,0,0,0 	//Esforço Mental
//========================================================================================================
// Amistr_H
//========================================================================================================
6010,8005,5,0,0,0,0,0,0,0,0,0,0 	//Trocar de Lugar
6010,8006,5,8005,5,0,0,0,0,0,0,0,0 	//Fortaleza
6010,8007,5,8006,3,0,0,0,0,0,0,0,0 	//Pele de Adamantiun
6010,8008,3,0,0,0,0,0,0,0,0,0,0 	//Desejo Sangrento
//========================================================================================================
// Filir_H
//========================================================================================================
6011,8009,5,0,0,0,0,0,0,0,0,0,0 	//Pica-Pau
6011,8010,5,8009,3,0,0,0,0,0,0,0,0 	//Vôo Acelerado
6011,8011,5,8010,3,0,0,0,0,0,0,0,0 	//Frenético
6011,8012,3,0,0,0,0,0,0,0,0,0,0 	//S.B.R.44
//========================================================================================================
// Vanilmirth_H
//========================================================================================================
6012,8013,5,0,0,0,0,0,0,0,0,0,0 	//Capricho
6012,8014,5,8013,3,0,0,0,0,0,0,0,0 	//Benção Caótica
6012,8015,5,8013,5,0,0,0,0,0,0,0,0 	//Mudança de Planos
6012,8016,3,0,0,0,0,0,0,0,0,0,0 	//Auto-Destruição
//========================================================================================================
// Lif2_H
//========================================================================================================
6013,8001,5,0,0,0,0,0,0,0,0,0,0 	//Cura pelas Mãos
6013,8002,5,8001,3,0,0,0,0,0,0,0,0 	//Bater em Retirada
6013,8003,5,8001,5,0,0,0,0,0,0,0,0 	//Cirurgia Cerebral
6013,8004,3,0,0,0,0,0,0,0,0,0,0 	//Esforço Mental
//========================================================================================================
// Amistr2_H
//========================================================================================================
6014,8005,5,0,0,0,0,0,0,0,0,0,0 	//Fortaleza
6014,8006,5,8005,5,0,0,0,0,0,0,0,0 	//Trocar de Lugar
6014,8007,5,8006,3,0,0,0,0,0,0,0,0 	//Pele de Adamantiun
6014,8008,3,0,0,0,0,0,0,0,0,0,0 	//Desejo Sangrento
//========================================================================================================
// Filir2_H
//========================================================================================================
6015,8009,5,0,0,0,0,0,0,0,0,0,0 	//Pica-Pau
6015,8010,5,8009,3,0,0,0,0,0,0,0,0 	//Vôo Acelerado
6015,8011,5,8010,3,0,0,0,0,0,0,0,0 	//Frenético
6015,8012,3,0,0,0,0,0,0,0,0,0,0 	//S.B.R.44
//========================================================================================================
// Vanilmirth2_H
//========================================================================================================
6016,8013,5,0,0,0,0,0,0,0,0,0,0 	//Capricho
6016,8014,5,8013,3,0,0,0,0,0,0,0,0 	//Benção Caótica
6016,8015,5,8013,5,0,0,0,0,0,0,0,0 	//Mudança de Planos
6016,8016,3,0,0,0,0,0,0,0,0,0,0 	//Auto-Destruição
//========================================================================================================
// Eira
//========================================================================================================
6048,8022,5,0,0,0,0,0,0,0,0,0,0 	//Luz da Regeneração
6048,8023,5,0,0,0,0,0,0,0,0,0,0 	//Melhoria Aumentada
6048,8024,5,0,0,0,0,0,0,0,0,0,0 	//Corte Apagador
6048,8025,5,0,0,0,0,0,0,0,0,0,0 	//Corte Xeno
6048,8026,5,0,0,0,0,0,0,0,0,0,0 	//Brisa Silenciosa
//========================================================================================================
// Bayeri
//========================================================================================================
6049,8031,5,0,0,0,0,0,0,0,0,0,0 	//Chifre de Aço
6049,8032,5,0,0,0,0,0,0,0,0,0,0 	//Ferraduras de Ouro
6049,8033,5,0,0,0,0,0,0,0,0,0,0 	//Parede de Pedra
//========================================================================================================
// Sera
//========================================================================================================
//========================================================================================================
6050,8018,5,0,0,0,0,0,0,0,0,0,0 	//Invocar Legião
6050,8019,5,0,0,0,0,0,0,0,0,0,0 	//Agulha Paralizante
6050,8020,5,0,0,0,0,0,0,0,0,0,0 	//Névoa Venenosa#
6050,8021,5,0,0,0,0,0,0,0,0,0,0 	//Anestésico
//========================================================================================================
// Dieter
//========================================================================================================
6051,8039,5,0,0,0,0,0,0,0,0,0,0 	//Fluxo de Magma
6051,8040,5,0,0,0,0,0,0,0,0,0,0 	//Armadura de Granito
6051,8041,5,0,0,0,0,0,0,0,0,0,0 	//Deslizamento de Lava
6051,8042,5,0,0,0,0,0,0,0,0,0,0 	//Piroclástica
6051,8043,5,0,0,0,0,0,0,0,0,0,0 	//Cinza Vulcânica
//========================================================================================================
//  Elanor
//========================================================================================================
6052,8027,1,0,0,0,0,0,0,0,0,0,0 	//Mudança de Estilo
6052,8028,5,0,0,0,0,0,0,0,0,0,0 	//Garra Sônica
6052,8029,5,0,0,0,0,0,0,0,0,0,0 	//Investida da Veia de Prata
6052,8030,5,0,0,0,0,0,0,0,0,0,0 	//Frenesi da meia Noite
6052,8034,5,0,0,0,0,0,0,0,0,0,0 	//Cajado Sagrado
6052,8035,5,0,0,0,0,0,0,0,0,0,0 	//Modo de Ataque
6052,8036,5,0,0,0,0,0,0,0,0,0,0 	//Quebrador de Gravetos
6052,8037,5,0,0,0,0,0,0,0,0,0,0 	//Combo de Quebra Contínuo
6052,8038,5,0,0,0,0,0,0,0,0,0,0 	//Combo Rápido Eterno
